,level_0,index,id,state_name,district_name,crop_year,season,crop,area,production,production_cc
0,0,401,6244aad715052cfb22eeffcb,Odisha,NAYAGARH,2015,Autumn,Rice,1000.0,1625.0,1625.0
1,1,963,6244aaf715052cfb22ef01fe,Odisha,NAYAGARH,2015,Autumn,Rice,1000.0,1625.0,1625.0
2,2,1525,6244ab5215052cfb22ef0431,Odisha,NAYAGARH,2015,Autumn,Rice,1000.0,1625.0,1625.0
3,3,2087,6244abc615052cfb22ef0664,Odisha,NAYAGARH,2015,Autumn,Rice,1000.0,1625.0,1625.0
4,4,2380,6244abc615052cfb22ef0789,Andhra Pradesh,EAST GODAVARI,2014,Kharif,Horse-gram,1.0,37.67,37.67
5,5,2493,6244abc615052cfb22ef07fa,Andhra Pradesh,KADAPA,2014,Kharif,Other Kharif pulses,2.0,12.33,12.33
6,6,2531,6244abc615052cfb22ef0820,Andhra Pradesh,KADAPA,2014,Rabi,Soyabean,12.0,11.0,11.0
7,7,2564,6244abc615052cfb22ef0841,Andhra Pradesh,KRISHNA,2014,Rabi,Castor seed,20.0,13.0,13.0
8,8,2872,6244abc615052cfb22ef0975,Andhra Pradesh,VIZIANAGARAM,2014,Kharif,Other Kharif pulses,19.0,NA,NA
9,9,2911,6244abc615052cfb22ef099c,Andhra Pradesh,WEST GODAVARI,2014,Kharif,Cabbage,26.0,NA,NA
10,10,4959,6244abc615052cfb22ef119c,Chhattisgarh,BALOD,2014,Rabi,Other  Rabi pulses,1.0,5.33,5.33
11,11,5075,6244abc615052cfb22ef1210,Chhattisgarh,BASTAR,2014,Whole Year,Coconut,1.0,NA,NA
12,12,5098,6244abc615052cfb22ef1227,Chhattisgarh,BEMETARA,2014,Rabi,Horse-gram,2.0,NA,NA
13,13,5142,6244abc615052cfb22ef1253,Chhattisgarh,BIJAPUR,2014,Whole Year,Coconut,21.0,NA,NA
14,14,5143,6244abc615052cfb22ef1254,Chhattisgarh,BIJAPUR,2014,Whole Year,Coriander,1.0,1.5,1.5
15,15,5202,6244abc615052cfb22ef128f,Chhattisgarh,DANTEWADA,2014,Rabi,Linseed,2.0,NA,NA
16,16,5204,6244abc615052cfb22ef1291,Chhattisgarh,DANTEWADA,2014,Rabi,Other  Rabi pulses,1.0,3.0,3.0
17,17,5211,6244abc615052cfb22ef1298,Chhattisgarh,DANTEWADA,2014,Whole Year,Coconut,1.0,NA,NA
18,18,5286,6244abc615052cfb22ef12e3,Chhattisgarh,GARIYABAND,2014,Kharif,Jute,18.0,NA,NA
19,19,5342,6244abc615052cfb22ef131b,Chhattisgarh,JANJGIR-CHAMPA,2014,Rabi,Other  Rabi pulses,4.0,36.33,36.33
20,20,5479,6244abc615052cfb22ef13a4,Chhattisgarh,KONDAGAON,2014,Rabi,Castor seed,1.0,NA,NA
21,21,5483,6244abc615052cfb22ef13a8,Chhattisgarh,KONDAGAON,2014,Rabi,Masoor,1.0,3.0,3.0
22,22,5484,6244abc615052cfb22ef13a9,Chhattisgarh,KONDAGAON,2014,Rabi,Moong(Green Gram),1.0,NA,NA
23,23,5491,6244abc615052cfb22ef13b0,Chhattisgarh,KONDAGAON,2014,Whole Year,Coconut,34.0,NA,NA
24,24,5505,6244abc615052cfb22ef13be,Chhattisgarh,KORBA,2014,Kharif,Jute,72.0,NA,NA
25,25,5546,6244abc615052cfb22ef13e7,Chhattisgarh,KOREA,2014,Kharif,Other Kharif pulses,251.0,NA,NA
26,26,5547,6244abc615052cfb22ef13e8,Chhattisgarh,KOREA,2014,Kharif,Ragi,3.0,1.67,1.67
27,27,5559,6244abc615052cfb22ef13f4,Chhattisgarh,KOREA,2014,Rabi,Moong(Green Gram),2.0,1.0,1.0
28,28,5560,6244abc615052cfb22ef13f5,Chhattisgarh,KOREA,2014,Rabi,Other  Rabi pulses,164.0,158.0,158.0
29,29,5608,6244abc615052cfb22ef1425,Chhattisgarh,MAHASAMUND,2014,Whole Year,Sweet potato,3.0,14.4,14.4
30,30,5612,6244abc615052cfb22ef1429,Chhattisgarh,MUNGELI,2014,Kharif,Jute,36.0,NA,NA
31,31,5653,6244abc615052cfb22ef1452,Chhattisgarh,NARAYANPUR,2014,Rabi,Khesari,1.0,7.0,7.0
32,32,5708,6244abc615052cfb22ef1489,Chhattisgarh,RAIPUR,2014,Kharif,Sannhamp,1.0,3.0,3.0
33,33,5783,6244abc615052cfb22ef14d4,Chhattisgarh,SUKMA,2014,Kharif,Sannhamp,1.0,NA,NA
34,34,5789,6244abc615052cfb22ef14da,Chhattisgarh,SUKMA,2014,Rabi,Gram,1.0,1.0,1.0
35,35,5797,6244abc615052cfb22ef14e2,Chhattisgarh,SUKMA,2014,Whole Year,Coconut,2.0,NA,NA
36,36,5830,6244abc615052cfb22ef1503,Chhattisgarh,SURAJPUR,2014,Rabi,Urad,2.0,NA,NA
37,37,5845,6244abc615052cfb22ef1512,Chhattisgarh,SURGUJA,2014,Kharif,Jute,13.0,NA,NA
38,38,5850,6244abc615052cfb22ef1517,Chhattisgarh,SURGUJA,2014,Kharif,Other Kharif pulses,219.0,188.33,188.33
39,39,6117,6244abc615052cfb22ef1622,Karnataka,BANGALORE RURAL,2014,Summer,Cowpea(Lobia),1.0,1.0,1.0
40,40,6280,6244abc615052cfb22ef16c5,Karnataka,BENGALURU URBAN,2014,Summer,Cowpea(Lobia),1.0,10.5,10.5
41,41,6849,6244abc715052cfb22ef18fe,Karnataka,HAVERI,2014,Kharif,Rapeseed &Mustard,2.0,9.0,9.0
42,42,7070,6244abc715052cfb22ef19db,Karnataka,MYSORE,2014,Whole Year,Cardamom,5.0,NA,NA
43,43,7355,6244abc715052cfb22ef1af8,Karnataka,YADGIR,2014,Whole Year,Coriander,1.0,1.0,1.0
44,44,7364,6244abc715052cfb22ef1b01,Kerala,ALAPPUZHA,2014,Whole Year,Cowpea(Lobia),8.0,NA,NA
45,45,7368,6244abc715052cfb22ef1b05,Kerala,ALAPPUZHA,2014,Whole Year,Moong(Green Gram),48.0,NA,NA
46,46,7371,6244abc715052cfb22ef1b08,Kerala,ALAPPUZHA,2014,Whole Year,Pump Kin,41.0,NA,NA
47,47,7385,6244abc715052cfb22ef1b16,Kerala,ERNAKULAM,2014,Whole Year,Cowpea(Lobia),359.0,NA,NA
48,48,7387,6244abc715052cfb22ef1b18,Kerala,ERNAKULAM,2014,Whole Year,Moong(Green Gram),1.0,NA,NA
49,49,7388,6244abc715052cfb22ef1b19,Kerala,ERNAKULAM,2014,Whole Year,Pump Kin,49.0,NA,NA
50,50,7390,6244abc715052cfb22ef1b1b,Kerala,ERNAKULAM,2014,Whole Year,Sugarcane,0.2,230.0,230.0
51,51,7403,6244abc715052cfb22ef1b28,Kerala,IDUKKI,2014,Whole Year,Cowpea(Lobia),73.0,NA,NA
52,52,7407,6244abc715052cfb22ef1b2c,Kerala,IDUKKI,2014,Whole Year,Onion,4.0,NA,NA
53,53,7409,6244abc715052cfb22ef1b2e,Kerala,IDUKKI,2014,Whole Year,Pump Kin,59.0,NA,NA
54,54,7422,6244abc715052cfb22ef1b3b,Kerala,KANNUR,2014,Whole Year,Blackgram,240.0,NA,NA
55,55,7425,6244abc715052cfb22ef1b3e,Kerala,KANNUR,2014,Whole Year,Cowpea(Lobia),182.0,NA,NA
56,56,7427,6244abc715052cfb22ef1b40,Kerala,KANNUR,2014,Whole Year,Horse-gram,10.0,NA,NA
57,57,7428,6244abc715052cfb22ef1b41,Kerala,KANNUR,2014,Whole Year,Moong(Green Gram),65.0,NA,NA
58,58,7429,6244abc715052cfb22ef1b42,Kerala,KANNUR,2014,Whole Year,Pump Kin,83.0,NA,NA
59,59,7441,6244abc715052cfb22ef1b4e,Kerala,KASARAGOD,2014,Whole Year,Blackgram,22.0,NA,NA
60,60,7444,6244abc715052cfb22ef1b51,Kerala,KASARAGOD,2014,Whole Year,Cowpea(Lobia),96.0,NA,NA
61,61,7446,6244abc715052cfb22ef1b53,Kerala,KASARAGOD,2014,Whole Year,Horse-gram,12.0,NA,NA
62,62,7447,6244abc715052cfb22ef1b54,Kerala,KASARAGOD,2014,Whole Year,Moong(Green Gram),10.0,NA,NA
63,63,7448,6244abc715052cfb22ef1b55,Kerala,KASARAGOD,2014,Whole Year,Pump Kin,33.0,NA,NA
64,64,7449,6244abc715052cfb22ef1b56,Kerala,KASARAGOD,2014,Whole Year,Sugarcane,0.66,30.47,30.47
65,65,7460,6244abc715052cfb22ef1b61,Kerala,KOLLAM,2014,Whole Year,Blackgram,5.0,NA,NA
66,66,7463,6244abc715052cfb22ef1b64,Kerala,KOLLAM,2014,Whole Year,Cowpea(Lobia),60.0,NA,NA
67,67,7465,6244abc715052cfb22ef1b66,Kerala,KOLLAM,2014,Whole Year,Moong(Green Gram),4.0,NA,NA
68,68,7466,6244abc715052cfb22ef1b67,Kerala,KOLLAM,2014,Whole Year,Pump Kin,54.0,NA,NA
69,69,7468,6244abc715052cfb22ef1b69,Kerala,KOLLAM,2014,Whole Year,Sugarcane,0.38,40.0,40.0
70,70,7481,6244abc715052cfb22ef1b76,Kerala,KOTTAYAM,2014,Whole Year,Cowpea(Lobia),15.0,NA,NA
71,71,7483,6244abc715052cfb22ef1b78,Kerala,KOTTAYAM,2014,Whole Year,Pump Kin,51.0,NA,NA
72,72,7497,6244abc715052cfb22ef1b86,Kerala,KOZHIKODE,2014,Whole Year,Cowpea(Lobia),5.0,NA,NA
73,73,7499,6244abc715052cfb22ef1b88,Kerala,KOZHIKODE,2014,Whole Year,Moong(Green Gram),1.0,NA,NA
74,74,7500,6244abc715052cfb22ef1b89,Kerala,KOZHIKODE,2014,Whole Year,Pump Kin,49.0,NA,NA
75,75,7501,6244abc715052cfb22ef1b8a,Kerala,KOZHIKODE,2014,Whole Year,Sugarcane,0.21,NA,NA
76,76,7514,6244abc715052cfb22ef1b97,Kerala,MALAPPURAM,2014,Whole Year,Cowpea(Lobia),168.0,NA,NA
77,77,7516,6244abc715052cfb22ef1b99,Kerala,MALAPPURAM,2014,Whole Year,Pump Kin,360.0,NA,NA
78,78,7528,6244abc715052cfb22ef1ba5,Kerala,PALAKKAD,2014,Whole Year,Blackgram,122.0,NA,NA
79,79,7532,6244abc715052cfb22ef1ba9,Kerala,PALAKKAD,2014,Whole Year,Cowpea(Lobia),24.0,NA,NA
80,80,7535,6244abc715052cfb22ef1bac,Kerala,PALAKKAD,2014,Whole Year,Horse-gram,89.0,NA,NA
81,81,7538,6244abc715052cfb22ef1baf,Kerala,PALAKKAD,2014,Whole Year,Moong(Green Gram),8.0,NA,NA
82,82,7539,6244abc715052cfb22ef1bb0,Kerala,PALAKKAD,2014,Whole Year,Onion,57.0,NA,NA
83,83,7540,6244abc715052cfb22ef1bb1,Kerala,PALAKKAD,2014,Whole Year,Pump Kin,336.0,NA,NA
84,84,7558,6244abc715052cfb22ef1bc3,Kerala,PATHANAMTHITTA,2014,Whole Year,Cowpea(Lobia),12.0,NA,NA
85,85,7560,6244abc715052cfb22ef1bc5,Kerala,PATHANAMTHITTA,2014,Whole Year,Pump Kin,45.0,NA,NA
86,86,7571,6244abc715052cfb22ef1bd0,Kerala,THIRUVANANTHAPURAM,2014,Whole Year,Blackgram,14.0,NA,NA
87,87,7574,6244abc715052cfb22ef1bd3,Kerala,THIRUVANANTHAPURAM,2014,Whole Year,Cowpea(Lobia),2.0,NA,NA
88,88,7576,6244abc715052cfb22ef1bd5,Kerala,THIRUVANANTHAPURAM,2014,Whole Year,Moong(Green Gram),26.0,NA,NA
89,89,7577,6244abc715052cfb22ef1bd6,Kerala,THIRUVANANTHAPURAM,2014,Whole Year,Pump Kin,11.0,NA,NA
90,90,7578,6244abc715052cfb22ef1bd7,Kerala,THIRUVANANTHAPURAM,2014,Whole Year,Sugarcane,0.07,40.0,40.0
91,91,7592,6244abc715052cfb22ef1be5,Kerala,THRISSUR,2014,Whole Year,Pump Kin,67.0,NA,NA
92,92,7608,6244abc715052cfb22ef1bf5,Kerala,WAYANAD,2014,Whole Year,Maize,1.0,NA,NA
93,93,7609,6244abc715052cfb22ef1bf6,Kerala,WAYANAD,2014,Whole Year,Pump Kin,135.0,NA,NA
94,94,7611,6244abc715052cfb22ef1bf8,Kerala,WAYANAD,2014,Whole Year,Sugarcane,0.75,23.8,23.8
95,95,7618,6244abc715052cfb22ef1bff,Maharashtra,AHMEDNAGAR,2014,Kharif,Castor seed,100.0,16.8,16.8
96,96,7631,6244abc715052cfb22ef1c0c,Maharashtra,AHMEDNAGAR,2014,Rabi,Linseed,200.0,77.57,77.57
97,97,7634,6244abc715052cfb22ef1c0f,Maharashtra,AHMEDNAGAR,2014,Rabi,Safflower,700.0,3276.71,3276.71
98,98,7635,6244abc715052cfb22ef1c10,Maharashtra,AHMEDNAGAR,2014,Rabi,Sunflower,100.0,663.17,663.17
99,99,7650,6244abc715052cfb22ef1c1f,Maharashtra,AKOLA,2014,Rabi,Sunflower,100.0,986.67,986.67
100,100,7663,6244abc715052cfb22ef1c2c,Maharashtra,AMRAVATI,2014,Kharif,Sunflower,100.0,774.43,774.43
101,101,7669,6244abc715052cfb22ef1c32,Maharashtra,AMRAVATI,2014,Rabi,Sunflower,100.0,4114.17,4114.17
102,102,7680,6244abc715052cfb22ef1c3d,Maharashtra,AURANGABAD,2014,Kharif,Niger seed,100.0,39.0,39.0
103,103,7681,6244abc715052cfb22ef1c3e,Maharashtra,AURANGABAD,2014,Kharif,Other Kharif pulses,100.0,180.0,180.0
104,104,7683,6244abc715052cfb22ef1c40,Maharashtra,AURANGABAD,2014,Kharif,Sunflower,100.0,633.43,633.43
105,105,7687,6244abc715052cfb22ef1c44,Maharashtra,AURANGABAD,2014,Rabi,Other  Rabi pulses,100.0,NA,NA
106,106,7717,6244abc715052cfb22ef1c62,Maharashtra,BHANDARA,2014,Kharif,Moong(Green Gram),100.0,100.14,100.14
107,107,7737,6244abc715052cfb22ef1c76,Maharashtra,BULDHANA,2014,Kharif,Sunflower,100.0,785.0,785.0
108,108,7791,6244abc715052cfb22ef1cac,Maharashtra,GADCHIROLI,2014,Rabi,Maize,300.0,1273.57,1273.57
109,109,7793,6244abc715052cfb22ef1cae,Maharashtra,GADCHIROLI,2014,Rabi,Sesamum,100.0,284.17,284.17
110,110,7799,6244abc715052cfb22ef1cb4,Maharashtra,GONDIA,2014,Kharif,Other Kharif pulses,100.0,70.0,70.0
111,111,7816,6244abc715052cfb22ef1cc5,Maharashtra,HINGOLI,2014,Kharif,Other Kharif pulses,100.0,166.67,166.67
112,112,7821,6244abc715052cfb22ef1cca,Maharashtra,HINGOLI,2014,Rabi,Other  Rabi pulses,200.0,113.33,113.33
113,113,7847,6244abc715052cfb22ef1ce4,Maharashtra,JALNA,2014,Kharif,Castor seed,100.0,74.8,74.8
114,114,7855,6244abc715052cfb22ef1cec,Maharashtra,JALNA,2014,Kharif,Sunflower,100.0,617.29,617.29
115,115,7858,6244abc715052cfb22ef1cef,Maharashtra,JALNA,2014,Rabi,Other  Rabi pulses,100.0,NA,NA
116,116,7878,6244abc715052cfb22ef1d03,Maharashtra,KOLHAPUR,2014,Rabi,Sunflower,100.0,240.2,240.2
117,117,7901,6244abc715052cfb22ef1d1a,Maharashtra,LATUR,2014,Rabi,Linseed,500.0,171.57,171.57
118,118,7910,6244abc715052cfb22ef1d23,Maharashtra,NAGPUR,2014,Kharif,Castor seed,100.0,75.17,75.17
119,119,7931,6244abc715052cfb22ef1d38,Maharashtra,NANDED,2014,Kharif,Groundnut,100.0,183.67,183.67
120,120,7935,6244abc715052cfb22ef1d3c,Maharashtra,NANDED,2014,Kharif,Niger seed,400.0,166.67,166.67
121,121,7936,6244abc715052cfb22ef1d3d,Maharashtra,NANDED,2014,Kharif,Other Kharif pulses,200.0,266.67,266.67
122,122,7944,6244abc715052cfb22ef1d45,Maharashtra,NANDED,2014,Rabi,Other  Rabi pulses,100.0,40.0,40.0
123,123,7946,6244abc715052cfb22ef1d47,Maharashtra,NANDED,2014,Rabi,Sesamum,100.0,71.83,71.83
124,124,7965,6244abc715052cfb22ef1d5a,Maharashtra,NANDURBAR,2014,Rabi,Other  Rabi pulses,200.0,180.0,180.0
125,125,7984,6244abc715052cfb22ef1d6d,Maharashtra,NASHIK,2014,Kharif,Sunflower,100.0,70.43,70.43
126,126,8022,6244abc715052cfb22ef1d93,Maharashtra,PALGHAR,2014,Kharif,Moong(Green Gram),100.0,NA,NA
127,127,8039,6244abc715052cfb22ef1da4,Maharashtra,PARBHANI,2014,Kharif,Rice,300.0,832.57,832.57
128,128,8052,6244abc715052cfb22ef1db1,Maharashtra,PUNE,2014,Kharif,Castor seed,100.0,16.32,16.32
129,129,8068,6244abc715052cfb22ef1dc1,Maharashtra,PUNE,2014,Rabi,Sesamum,100.0,66.4,66.4
130,130,8075,6244abc715052cfb22ef1dc8,Maharashtra,RAIGAD,2014,Kharif,Moong(Green Gram),100.0,100.33,100.33
131,131,8076,6244abc715052cfb22ef1dc9,Maharashtra,RAIGAD,2014,Kharif,Niger seed,100.0,100.0,100.0
132,132,8077,6244abc715052cfb22ef1dca,Maharashtra,RAIGAD,2014,Kharif,Other Kharif pulses,100.0,200.0,200.0
133,133,8084,6244abc715052cfb22ef1dd1,Maharashtra,RATNAGIRI,2014,Kharif,Moong(Green Gram),100.0,90.17,90.17
134,134,8085,6244abc715052cfb22ef1dd2,Maharashtra,RATNAGIRI,2014,Kharif,Niger seed,100.0,583.33,583.33
135,135,8098,6244abc715052cfb22ef1ddf,Maharashtra,SANGLI,2014,Kharif,Niger seed,100.0,70.4,70.4
136,136,8106,6244abc715052cfb22ef1de7,Maharashtra,SANGLI,2014,Rabi,Other  Rabi pulses,100.0,100.0,100.0
137,137,8115,6244abc715052cfb22ef1df0,Maharashtra,SATARA,2014,Kharif,Castor seed,100.0,200.0,200.0
138,138,8137,6244abc715052cfb22ef1e06,Maharashtra,SINDHUDURG,2014,Kharif,Arhar/Tur,100.0,NA,NA
139,139,8139,6244abc715052cfb22ef1e08,Maharashtra,SINDHUDURG,2014,Kharif,Moong(Green Gram),100.0,58.25,58.25
140,140,8140,6244abc715052cfb22ef1e09,Maharashtra,SINDHUDURG,2014,Kharif,Niger seed,100.0,50.67,50.67
141,141,8150,6244abc715052cfb22ef1e13,Maharashtra,SOLAPUR,2014,Kharif,Castor seed,200.0,39.25,39.25
142,142,8156,6244abc715052cfb22ef1e19,Maharashtra,SOLAPUR,2014,Kharif,Niger seed,100.0,20.0,20.0
143,143,8164,6244abc715052cfb22ef1e21,Maharashtra,SOLAPUR,2014,Rabi,Linseed,200.0,65.86,65.86
144,144,8174,6244abc715052cfb22ef1e2b,Maharashtra,THANE,2014,Kharif,Moong(Green Gram),100.0,357.86,357.86
145,145,8175,6244abc715052cfb22ef1e2c,Maharashtra,THANE,2014,Kharif,Niger seed,100.0,550.0,550.0
146,146,8187,6244abc715052cfb22ef1e38,Maharashtra,WARDHA,2014,Kharif,Moong(Green Gram),100.0,114.71,114.71
147,147,8191,6244abc715052cfb22ef1e3c,Maharashtra,WARDHA,2014,Rabi,Safflower,100.0,NA,NA
148,148,8197,6244abc715052cfb22ef1e42,Maharashtra,WASHIM,2014,Kharif,Bajra,200.0,200.71,200.71
149,149,8198,6244abc715052cfb22ef1e43,Maharashtra,WASHIM,2014,Kharif,Castor seed,100.0,20.33,20.33
150,150,8207,6244abc715052cfb22ef1e4c,Maharashtra,WASHIM,2014,Rabi,Maize,300.0,NA,NA
151,151,8213,6244abc715052cfb22ef1e52,Maharashtra,YAVATMAL,2014,Kharif,Bajra,200.0,472.0,472.0
152,152,9550,6244abc715052cfb22ef238b,Punjab,MUKTSAR,2014,Kharif,Sesamum,1000.0,300.0,300.0
153,153,9580,6244abc715052cfb22ef23a9,Punjab,RUPNAGAR,2014,Kharif,Sesamum,1000.0,100.0,100.0
154,154,10384,6244abc715052cfb22ef26cd,Uttar Pradesh,BAGHPAT,2014,Rabi,Gram,1.0,14.4,14.4
155,155,10440,6244abc715052cfb22ef2705,Uttar Pradesh,BALLIA,2014,Kharif,Sesamum,1.0,NA,NA
156,156,10559,6244abc715052cfb22ef277c,Uttar Pradesh,BAREILLY,2014,Kharif,Moong(Green Gram),1.0,1.25,1.25
157,157,10748,6244abc715052cfb22ef2839,Uttar Pradesh,DEORIA,2014,Kharif,Moong(Green Gram),1.0,2.0,2.0
158,158,11198,6244abc715052cfb22ef29fb,Uttar Pradesh,JALAUN,2014,Rabi,Coriander,1.0,8.5,8.5
159,159,11706,6244abc715052cfb22ef2bf7,Uttar Pradesh,MEERUT,2014,Kharif,Sesamum,1.0,1.0,1.0
160,160,11813,6244abc715052cfb22ef2c62,Uttar Pradesh,PILIBHIT,2014,Rabi,Gram,1.0,3.86,3.86
161,161,12129,6244abc715052cfb22ef2d9e,Uttar Pradesh,SITAPUR,2014,Kharif,Moong(Green Gram),1.0,11.6,11.6
162,162,13413,6244abc815052cfb22ef32a2,Andhra Pradesh,EAST GODAVARI,2013,Whole Year,Sannhamp,175.0,NA,NA
163,163,13467,6244abc815052cfb22ef32d8,Andhra Pradesh,GUNTUR,2013,Whole Year,Sannhamp,2594.0,NA,NA
164,164,13651,6244abc815052cfb22ef3390,Andhra Pradesh,KURNOOL,2013,Whole Year,Sannhamp,18.0,NA,NA
165,165,13717,6244abc815052cfb22ef33d2,Andhra Pradesh,PRAKASAM,2013,Whole Year,Sannhamp,1841.0,NA,NA
166,166,13938,6244abc815052cfb22ef34af,Andhra Pradesh,VIZIANAGARAM,2013,Whole Year,Sannhamp,106.0,NA,NA
167,167,16035,6244abc815052cfb22ef3ce0,Chhattisgarh,BALOD,2013,Kharif,Other Kharif pulses,141.0,38.0,15.0
168,168,16052,6244abc815052cfb22ef3cf1,Chhattisgarh,BALOD,2013,Rabi,Safflower,1.0,10.67,14.0
169,169,16075,6244abc815052cfb22ef3d08,Chhattisgarh,BALODA BAZAR,2013,Kharif,Sunflower,60.0,25.33,31.0
170,170,16171,6244abc815052cfb22ef3d68,Chhattisgarh,BASTAR,2013,Whole Year,Coconut,1.0,NA,NA
171,171,16234,6244abc815052cfb22ef3da7,Chhattisgarh,BIJAPUR,2013,Whole Year,Coconut,21.0,NA,NA
172,172,16243,6244abc815052cfb22ef3db0,Chhattisgarh,BILASPUR,2013,Kharif,Jute,74.0,NA,NA
173,173,16246,6244abc815052cfb22ef3db3,Chhattisgarh,BILASPUR,2013,Kharif,Niger seed,320.0,108.29,112.0
174,174,16254,6244abc815052cfb22ef3dbb,Chhattisgarh,BILASPUR,2013,Kharif,Sunflower,12.0,42.0,48.0
175,175,16297,6244abc815052cfb22ef3de6,Chhattisgarh,DANTEWADA,2013,Rabi,Peas & beans (Pulses),1.0,2.0,NA
176,176,16303,6244abc815052cfb22ef3dec,Chhattisgarh,DANTEWADA,2013,Whole Year,Coconut,1.0,NA,NA
177,177,16321,6244abc815052cfb22ef3dfe,Chhattisgarh,DHAMTARI,2013,Kharif,Sannhamp,1.0,NA,NA
178,178,16324,6244abc815052cfb22ef3e01,Chhattisgarh,DHAMTARI,2013,Kharif,Sunflower,7.0,11.57,12.67
179,179,16360,6244abc815052cfb22ef3e25,Chhattisgarh,DURG,2013,Kharif,Sunflower,9.0,102.29,119.17
180,180,16384,6244abc815052cfb22ef3e3d,Chhattisgarh,GARIYABAND,2013,Kharif,Jute,36.0,NA,NA
181,181,16395,6244abc815052cfb22ef3e48,Chhattisgarh,GARIYABAND,2013,Kharif,Sunflower,3.0,1.33,1.5
182,182,16432,6244abc815052cfb22ef3e6d,Chhattisgarh,JANJGIR-CHAMPA,2013,Kharif,Sunflower,347.0,164.86,165.5
183,183,16598,6244abc815052cfb22ef3f13,Chhattisgarh,KORBA,2013,Kharif,Jute,48.0,NA,NA
184,184,16609,6244abc815052cfb22ef3f1e,Chhattisgarh,KORBA,2013,Kharif,Sunflower,13.0,3.67,4.2
185,185,16640,6244abc815052cfb22ef3f3d,Chhattisgarh,KOREA,2013,Kharif,Other Kharif pulses,248.0,NA,NA
186,186,16677,6244abc815052cfb22ef3f62,Chhattisgarh,MAHASAMUND,2013,Kharif,Sunflower,371.0,237.67,226.4
187,187,16704,6244abc815052cfb22ef3f7d,Chhattisgarh,MUNGELI,2013,Kharif,Jute,37.0,NA,NA
188,188,16774,6244abc815052cfb22ef3fc3,Chhattisgarh,RAIGARH,2013,Kharif,Sunflower,1900.0,669.17,726.8
189,189,16811,6244abc815052cfb22ef3fe8,Chhattisgarh,RAIPUR,2013,Kharif,Sunflower,38.0,55.14,62.17
190,190,16883,6244abc815052cfb22ef4030,Chhattisgarh,SUKMA,2013,Kharif,Sannhamp,1.0,NA,NA
191,191,16895,6244abc815052cfb22ef403c,Chhattisgarh,SUKMA,2013,Whole Year,Coconut,2.0,NA,NA
192,192,16905,6244abc815052cfb22ef4046,Chhattisgarh,SURAJPUR,2013,Kharif,Jute,11.0,NA,NA
193,193,16943,6244abc815052cfb22ef406c,Chhattisgarh,SURGUJA,2013,Kharif,Jute,15.0,NA,NA
194,194,16948,6244abc815052cfb22ef4071,Chhattisgarh,SURGUJA,2013,Kharif,Other Kharif pulses,136.0,188.33,188.33
195,195,17750,6244abc815052cfb22ef4393,Karnataka,DHARWAD,2013,Kharif,Rapeseed &Mustard,1.0,3.0,NA
196,196,17810,6244abc815052cfb22ef43cf,Karnataka,GADAG,2013,Rabi,Cowpea(Lobia),1.0,123.33,184.0
197,197,18091,6244abc815052cfb22ef44e8,Karnataka,MANDYA,2013,Kharif,Rapeseed &Mustard,1.0,NA,NA
198,198,18262,6244abc815052cfb22ef4593,Karnataka,SHIMOGA,2013,Kharif,Moong(Green Gram),1.0,12.0,13.83
199,199,18327,6244abc815052cfb22ef45d4,Karnataka,TUMKUR,2013,Rabi,Linseed,1.0,8.0,6.0
200,200,18329,6244abc815052cfb22ef45d6,Karnataka,TUMKUR,2013,Rabi,Moong(Green Gram),1.0,5.25,5.25
201,201,18463,6244abc815052cfb22ef465c,Kerala,ALAPPUZHA,2013,Whole Year,Moong(Green Gram),20.0,NA,NA
202,202,18464,6244abc815052cfb22ef465d,Kerala,ALAPPUZHA,2013,Whole Year,Pump Kin,38.0,NA,NA
203,203,18478,6244abc815052cfb22ef466b,Kerala,ERNAKULAM,2013,Whole Year,Cowpea(Lobia),194.0,NA,NA
204,204,18482,6244abc815052cfb22ef466f,Kerala,ERNAKULAM,2013,Whole Year,Pump Kin,51.0,NA,NA
205,205,18484,6244abc815052cfb22ef4671,Kerala,ERNAKULAM,2013,Whole Year,Sugarcane,1.0,230.0,230.0
206,206,18503,6244abc815052cfb22ef4684,Kerala,IDUKKI,2013,Whole Year,Moong(Green Gram),1.0,NA,NA
207,207,18504,6244abc815052cfb22ef4685,Kerala,IDUKKI,2013,Whole Year,Onion,6.0,NA,NA
208,208,18506,6244abc815052cfb22ef4687,Kerala,IDUKKI,2013,Whole Year,Pump Kin,51.0,NA,NA
209,209,18518,6244abc815052cfb22ef4693,Kerala,KANNUR,2013,Whole Year,Blackgram,246.0,NA,NA
210,210,18521,6244abc815052cfb22ef4696,Kerala,KANNUR,2013,Whole Year,Cowpea(Lobia),201.0,NA,NA
211,211,18524,6244abc815052cfb22ef4699,Kerala,KANNUR,2013,Whole Year,Horse-gram,3.0,NA,NA
212,212,18526,6244abc815052cfb22ef469b,Kerala,KANNUR,2013,Whole Year,Moong(Green Gram),32.0,NA,NA
213,213,18527,6244abc815052cfb22ef469c,Kerala,KANNUR,2013,Whole Year,Pump Kin,45.0,NA,NA
214,214,18539,6244abc815052cfb22ef46a8,Kerala,KASARAGOD,2013,Whole Year,Blackgram,6.0,NA,NA
215,215,18542,6244abc815052cfb22ef46ab,Kerala,KASARAGOD,2013,Whole Year,Cowpea(Lobia),20.0,NA,NA
