,level_0,index,id,state_name,district_name,crop_year,season,crop,area,production,production_cc
837,837,51217,6244abc815052cfb22efc64e,Telangana,NIZAMABAD,2011,Kharif,Cowpea(Lobia),2.0,6.0,NA
838,838,51673,6244abc815052cfb22efc816,Uttar Pradesh,BAHRAICH,2011,Kharif,Sannhamp,1.0,2.4,2.5
839,839,51821,6244abc815052cfb22efc8aa,Uttar Pradesh,BAREILLY,2011,Kharif,Cotton(lint),1.0,NA,NA
840,840,52769,6244abc815052cfb22efcc5e,Uttar Pradesh,KUSHI NAGAR,2011,Kharif,Moong(Green Gram),1.0,5.25,6.0
841,841,53507,6244abc815052cfb22efcf40,Uttar Pradesh,UNNAO,2011,Kharif,Sannhamp,1.0,39.0,51.67
842,842,53852,6244abc815052cfb22efd099,Uttarakhand,UTTAR KASHI,2011,Kharif,Sunflower,1.0,NA,NA
843,843,54415,6244abc815052cfb22efd2cc,Andhra Pradesh,ANANTAPUR,2010,Kharif,Other Kharif pulses,1.0,13.6,23.5
844,844,54465,6244abc815052cfb22efd2fe,Andhra Pradesh,CHITTOOR,2010,Rabi,Linseed,18.0,2.0,NA
845,845,54493,6244abc815052cfb22efd31a,Andhra Pradesh,EAST GODAVARI,2010,Kharif,Niger seed,1.0,18.5,18.5
846,846,56154,6244abc815052cfb22efd997,Bihar,GAYA,2010,Kharif,Bajra,1.0,13.0,NA
847,847,56352,6244abc815052cfb22efda5d,Bihar,LAKHISARAI,2010,Rabi,Rapeseed &Mustard,2478.0,2870.14,880.33
848,848,56911,6244abc815052cfb22efdc8c,Chhattisgarh,BILASPUR,2010,Kharif,Jute,196.0,NA,NA
849,849,56950,6244abc815052cfb22efdcb3,Chhattisgarh,DANTEWADA,2010,Kharif,Jute,3.0,NA,NA
850,850,56963,6244abc815052cfb22efdcc0,Chhattisgarh,DANTEWADA,2010,Rabi,Horse-gram,73.0,11.0,24.5
851,851,56965,6244abc815052cfb22efdcc2,Chhattisgarh,DANTEWADA,2010,Rabi,Other  Rabi pulses,34.0,3.0,NA
852,852,56967,6244abc815052cfb22efdcc4,Chhattisgarh,DANTEWADA,2010,Rabi,Urad,1.0,7.8,14.0
853,853,57013,6244abc815052cfb22efdcf2,Chhattisgarh,DHAMTARI,2010,Whole Year,Sannhamp,1.0,1.0,1.0
854,854,57057,6244abc815052cfb22efdd1e,Chhattisgarh,JANJGIR-CHAMPA,2010,Kharif,Jute,33.0,NA,NA
855,855,57125,6244abc815052cfb22efdd62,Chhattisgarh,JASHPUR,2010,Whole Year,Tobacco,1.0,1.5,1.5
856,856,57157,6244abc815052cfb22efdd82,Chhattisgarh,KABIRDHAM,2010,Whole Year,Sannhamp,1.0,NA,NA
857,857,57201,6244abc815052cfb22efddae,Chhattisgarh,KORBA,2010,Kharif,Jute,89.0,NA,NA
858,858,57230,6244abc815052cfb22efddcb,Chhattisgarh,KORBA,2010,Whole Year,Sannhamp,1.0,9.6,3.33
859,859,57242,6244abc815052cfb22efddd7,Chhattisgarh,KOREA,2010,Kharif,Other Kharif pulses,118.0,NA,NA
860,860,57247,6244abc815052cfb22efdddc,Chhattisgarh,KOREA,2010,Kharif,Soyabean,3.0,3.0,4.0
861,861,57254,6244abc815052cfb22efdde3,Chhattisgarh,KOREA,2010,Rabi,Other  Rabi pulses,42.0,158.0,NA
862,862,57272,6244abc815052cfb22efddf5,Chhattisgarh,MAHASAMUND,2010,Kharif,Jute,174.0,NA,NA
863,863,57306,6244abc815052cfb22efde17,Chhattisgarh,NARAYANPUR,2010,Kharif,Moong(Green Gram),1.0,2.86,2.67
864,864,57317,6244abc815052cfb22efde22,Chhattisgarh,NARAYANPUR,2010,Rabi,Other  Rabi pulses,23.0,18.0,NA
865,865,57327,6244abc815052cfb22efde2c,Chhattisgarh,NARAYANPUR,2010,Whole Year,Sannhamp,2.0,3.0,NA
866,866,57413,6244abc815052cfb22efde82,Chhattisgarh,RAJNANDGAON,2010,Kharif,Castor seed,1.0,NA,NA
867,867,57420,6244abc815052cfb22efde89,Chhattisgarh,RAJNANDGAON,2010,Kharif,Niger seed,1.0,25.25,10.5
868,868,57458,6244abc815052cfb22efdeaf,Chhattisgarh,SURGUJA,2010,Kharif,Jute,47.0,NA,NA
869,869,57477,6244abc815052cfb22efdec2,Chhattisgarh,SURGUJA,2010,Rabi,Other  Rabi pulses,2.0,1.0,1.0
870,870,57903,6244abc815052cfb22efe06c,Gujarat,NARMADA,2010,Kharif,other oilseeds,100.0,NA,NA
871,871,57921,6244abc815052cfb22efe07e,Gujarat,NAVSARI,2010,Kharif,Other Cereals & Millets,200.0,300.0,NA
872,872,58082,6244abc815052cfb22efe11f,Gujarat,SURAT,2010,Kharif,other oilseeds,100.0,NA,NA
873,873,58204,6244abc815052cfb22efe199,Haryana,AMBALA,2010,Kharif,Arhar/Tur,3.0,NA,NA
874,874,58205,6244abc815052cfb22efe19a,Haryana,AMBALA,2010,Kharif,Bajra,379.0,NA,NA
875,875,58206,6244abc815052cfb22efe19b,Haryana,AMBALA,2010,Kharif,Horse-gram,4.0,NA,NA
876,876,58208,6244abc815052cfb22efe19d,Haryana,AMBALA,2010,Kharif,Moong(Green Gram),4.0,NA,NA
877,877,58210,6244abc815052cfb22efe19f,Haryana,AMBALA,2010,Kharif,Soyabean,2.0,NA,NA
878,878,58213,6244abc815052cfb22efe1a2,Haryana,AMBALA,2010,Rabi,Barley,5.0,NA,NA
879,879,58214,6244abc815052cfb22efe1a3,Haryana,AMBALA,2010,Rabi,Gram,64.0,NA,NA
880,880,58219,6244abc815052cfb22efe1a8,Haryana,AMBALA,2010,Whole Year,Garlic,13.0,100.0,100.0
881,881,58223,6244abc815052cfb22efe1ac,Haryana,AMBALA,2010,Whole Year,Turmeric,6.0,7.0,NA
882,882,58226,6244abc815052cfb22efe1af,Haryana,BHIWANI,2010,Kharif,Castor seed,27.0,58.5,100.0
883,883,58228,6244abc815052cfb22efe1b1,Haryana,BHIWANI,2010,Kharif,Groundnut,9.0,56.5,100.0
884,884,58229,6244abc815052cfb22efe1b2,Haryana,BHIWANI,2010,Kharif,Maize,35.0,NA,NA
885,885,58232,6244abc815052cfb22efe1b5,Haryana,BHIWANI,2010,Kharif,Other Kharif pulses,830.0,NA,NA
886,886,58237,6244abc815052cfb22efe1ba,Haryana,BHIWANI,2010,Rabi,Masoor,9.0,NA,NA
887,887,58240,6244abc815052cfb22efe1bd,Haryana,BHIWANI,2010,Whole Year,Sannhamp,27.0,NA,NA
888,888,58243,6244abc815052cfb22efe1c0,Haryana,FARIDABAD,2010,Kharif,Cotton(lint),8.0,NA,NA
889,889,58244,6244abc815052cfb22efe1c1,Haryana,FARIDABAD,2010,Kharif,Groundnut,1.0,NA,NA
890,890,58246,6244abc815052cfb22efe1c3,Haryana,FARIDABAD,2010,Kharif,Maize,3.0,NA,NA
891,891,58248,6244abc815052cfb22efe1c5,Haryana,FARIDABAD,2010,Kharif,Other Kharif pulses,509.0,1100.0,1100.0
892,892,58251,6244abc815052cfb22efe1c8,Haryana,FARIDABAD,2010,Kharif,Urad,4.0,NA,NA
893,893,58252,6244abc815052cfb22efe1c9,Haryana,FARIDABAD,2010,Rabi,Barley,337.0,3000.0,3000.0
894,894,58253,6244abc815052cfb22efe1ca,Haryana,FARIDABAD,2010,Rabi,Gram,2.0,NA,NA
895,895,58257,6244abc815052cfb22efe1ce,Haryana,FARIDABAD,2010,Whole Year,Sweet potato,4.0,NA,NA
896,896,58260,6244abc815052cfb22efe1d1,Haryana,FATEHABAD,2010,Kharif,Castor seed,104.0,108.0,133.33
897,897,58263,6244abc815052cfb22efe1d4,Haryana,FATEHABAD,2010,Kharif,Maize,6.0,NA,NA
898,898,58265,6244abc815052cfb22efe1d6,Haryana,FATEHABAD,2010,Kharif,Moth,79.0,84.25,100.0
899,899,58268,6244abc815052cfb22efe1d9,Haryana,FATEHABAD,2010,Kharif,Sunflower,1.0,NA,NA
900,900,58271,6244abc815052cfb22efe1dc,Haryana,FATEHABAD,2010,Rabi,Masoor,2.0,NA,NA
901,901,58279,6244abc815052cfb22efe1e4,Haryana,FATEHABAD,2010,Whole Year,Sugarcane,183.0,76500.0,76500.0
902,902,58282,6244abc815052cfb22efe1e7,Haryana,GURGAON,2010,Kharif,Cotton(lint),8.0,NA,NA
903,903,58283,6244abc815052cfb22efe1e8,Haryana,GURGAON,2010,Kharif,Groundnut,20.0,53.5,100.0
904,904,58285,6244abc815052cfb22efe1ea,Haryana,GURGAON,2010,Kharif,Maize,2.0,NA,NA
905,905,58286,6244abc815052cfb22efe1eb,Haryana,GURGAON,2010,Kharif,Moong(Green Gram),1.0,2.0,NA
906,906,58290,6244abc815052cfb22efe1ef,Haryana,GURGAON,2010,Rabi,Gram,3.0,NA,NA
907,907,58291,6244abc815052cfb22efe1f0,Haryana,GURGAON,2010,Rabi,Masoor,1.0,NA,NA
908,908,58292,6244abc815052cfb22efe1f1,Haryana,GURGAON,2010,Rabi,Peas & beans (Pulses),28.0,NA,NA
909,909,58295,6244abc815052cfb22efe1f4,Haryana,GURGAON,2010,Whole Year,Dry chillies,2.0,NA,NA
910,910,58298,6244abc815052cfb22efe1f7,Haryana,GURGAON,2010,Whole Year,Sannhamp,1.0,NA,NA
911,911,58299,6244abc815052cfb22efe1f8,Haryana,GURGAON,2010,Whole Year,Sugarcane,42.0,NA,NA
912,912,58300,6244abc815052cfb22efe1f9,Haryana,GURGAON,2010,Whole Year,Sweet potato,37.0,800.0,1000.0
913,913,58306,6244abc815052cfb22efe1ff,Haryana,HISAR,2010,Kharif,Maize,59.0,NA,NA
914,914,58309,6244abc815052cfb22efe202,Haryana,HISAR,2010,Kharif,Other Kharif pulses,162.0,NA,NA
915,915,58312,6244abc815052cfb22efe205,Haryana,HISAR,2010,Kharif,Urad,2.0,100.0,100.0
916,916,58315,6244abc815052cfb22efe208,Haryana,HISAR,2010,Rabi,Masoor,8.0,100.0,100.0
917,917,58327,6244abc815052cfb22efe214,Haryana,JHAJJAR,2010,Kharif,Maize,38.0,NA,NA
918,918,58328,6244abc815052cfb22efe215,Haryana,JHAJJAR,2010,Kharif,Moong(Green Gram),65.0,8.0,NA
919,919,58330,6244abc815052cfb22efe217,Haryana,JHAJJAR,2010,Kharif,Sesamum,14.0,11.0,NA
920,920,58335,6244abc815052cfb22efe21c,Haryana,JHAJJAR,2010,Whole Year,Sannhamp,16.0,NA,NA
921,921,58340,6244abc815052cfb22efe221,Haryana,JIND,2010,Kharif,Jowar,45.0,NA,NA
922,922,58341,6244abc815052cfb22efe222,Haryana,JIND,2010,Kharif,Moong(Green Gram),15.0,200.0,NA
923,923,58343,6244abc815052cfb22efe224,Haryana,JIND,2010,Kharif,Sesamum,102.0,74.67,100.0
924,924,58345,6244abc815052cfb22efe226,Haryana,JIND,2010,Rabi,Gram,171.0,NA,NA
925,925,58346,6244abc815052cfb22efe227,Haryana,JIND,2010,Rabi,Masoor,20.0,30.0,NA
926,926,58349,6244abc815052cfb22efe22a,Haryana,JIND,2010,Whole Year,Coriander,1.0,NA,NA
927,927,58351,6244abc815052cfb22efe22c,Haryana,JIND,2010,Whole Year,Garlic,2.0,NA,NA
928,928,58354,6244abc815052cfb22efe22f,Haryana,JIND,2010,Whole Year,Sannhamp,2.0,NA,NA
929,929,58356,6244abc815052cfb22efe231,Haryana,KAITHAL,2010,Kharif,Arhar/Tur,1.0,300.0,300.0
930,930,58359,6244abc815052cfb22efe234,Haryana,KAITHAL,2010,Kharif,Jowar,23.0,NA,NA
931,931,58360,6244abc815052cfb22efe235,Haryana,KAITHAL,2010,Kharif,Maize,4.0,NA,NA
932,932,58361,6244abc815052cfb22efe236,Haryana,KAITHAL,2010,Kharif,Moong(Green Gram),14.0,1.0,NA
933,933,58363,6244abc815052cfb22efe238,Haryana,KAITHAL,2010,Kharif,Sesamum,22.0,53.0,100.0
934,934,58364,6244abc815052cfb22efe239,Haryana,KAITHAL,2010,Kharif,Urad,7.0,1.0,NA
935,935,58365,6244abc815052cfb22efe23a,Haryana,KAITHAL,2010,Rabi,Barley,25.0,NA,NA
936,936,58366,6244abc815052cfb22efe23b,Haryana,KAITHAL,2010,Rabi,Gram,130.0,NA,NA
937,937,58371,6244abc815052cfb22efe240,Haryana,KAITHAL,2010,Whole Year,Garlic,3.0,100.0,100.0
938,938,58373,6244abc815052cfb22efe242,Haryana,KAITHAL,2010,Whole Year,Sannhamp,2.0,NA,NA
939,939,58375,6244abc815052cfb22efe244,Haryana,KAITHAL,2010,Whole Year,Turmeric,1.0,2.0,NA
940,940,58377,6244abc815052cfb22efe246,Haryana,KARNAL,2010,Kharif,Bajra,408.0,3800.0,5000.0
941,941,58378,6244abc815052cfb22efe247,Haryana,KARNAL,2010,Kharif,Cotton(lint),9.0,NA,NA
942,942,58379,6244abc815052cfb22efe248,Haryana,KARNAL,2010,Kharif,Jowar,38.0,NA,NA
943,943,58380,6244abc815052cfb22efe249,Haryana,KARNAL,2010,Kharif,Maize,252.0,1733.33,1733.33
944,944,58381,6244abc815052cfb22efe24a,Haryana,KARNAL,2010,Kharif,Moong(Green Gram),22.0,18.0,NA
945,945,58382,6244abc815052cfb22efe24b,Haryana,KARNAL,2010,Kharif,Other Kharif pulses,93.0,100.0,100.0
946,946,58385,6244abc815052cfb22efe24e,Haryana,KARNAL,2010,Kharif,Sunflower,2.0,NA,NA
947,947,58387,6244abc815052cfb22efe250,Haryana,KARNAL,2010,Rabi,Barley,31.0,NA,NA
948,948,58388,6244abc815052cfb22efe251,Haryana,KARNAL,2010,Rabi,Gram,101.0,1000.0,1000.0
949,949,58393,6244abc815052cfb22efe256,Haryana,KARNAL,2010,Whole Year,Coriander,57.0,96.67,100.0
950,950,58399,6244abc815052cfb22efe25c,Haryana,KARNAL,2010,Whole Year,Sweet potato,8.0,150.0,200.0
951,951,58400,6244abc815052cfb22efe25d,Haryana,KURUKSHETRA,2010,Kharif,Arhar/Tur,6.0,4.0,NA
952,952,58401,6244abc815052cfb22efe25e,Haryana,KURUKSHETRA,2010,Kharif,Bajra,61.0,NA,NA
953,953,58402,6244abc815052cfb22efe25f,Haryana,KURUKSHETRA,2010,Kharif,Maize,34.0,1600.0,200.0
954,954,58406,6244abc815052cfb22efe263,Haryana,KURUKSHETRA,2010,Rabi,Barley,1.0,NA,NA
955,955,58407,6244abc815052cfb22efe264,Haryana,KURUKSHETRA,2010,Rabi,Gram,53.0,NA,NA
956,956,58412,6244abc815052cfb22efe269,Haryana,KURUKSHETRA,2010,Whole Year,Coriander,16.0,1.0,NA
957,957,58414,6244abc815052cfb22efe26b,Haryana,KURUKSHETRA,2010,Whole Year,Garlic,10.0,NA,NA
958,958,58415,6244abc815052cfb22efe26c,Haryana,KURUKSHETRA,2010,Whole Year,Onion,1.0,9600.0,8066.67
959,959,58418,6244abc815052cfb22efe26f,Haryana,KURUKSHETRA,2010,Whole Year,Turmeric,3.0,36.0,NA
960,960,58421,6244abc815052cfb22efe272,Haryana,MAHENDRAGARH,2010,Kharif,Castor seed,17.0,51.5,NA
961,961,58424,6244abc815052cfb22efe275,Haryana,MAHENDRAGARH,2010,Kharif,Jowar,3.0,NA,NA
962,962,58427,6244abc815052cfb22efe278,Haryana,MAHENDRAGARH,2010,Kharif,Other Kharif pulses,7.0,NA,NA
963,963,58428,6244abc815052cfb22efe279,Haryana,MAHENDRAGARH,2010,Kharif,Rice,25.0,NA,NA
964,964,58429,6244abc815052cfb22efe27a,Haryana,MAHENDRAGARH,2010,Kharif,Sesamum,34.0,2.0,NA
965,965,58435,6244abc815052cfb22efe280,Haryana,MAHENDRAGARH,2010,Whole Year,Dry chillies,1.0,NA,NA
966,966,58436,6244abc815052cfb22efe281,Haryana,MAHENDRAGARH,2010,Whole Year,Garlic,12.0,NA,NA
967,967,58438,6244abc815052cfb22efe283,Haryana,MAHENDRAGARH,2010,Whole Year,Potato,2.0,100.0,NA
968,968,58439,6244abc815052cfb22efe284,Haryana,MAHENDRAGARH,2010,Whole Year,Sannhamp,3.0,NA,NA
969,969,58441,6244abc815052cfb22efe286,Haryana,MEWAT,2010,Kharif,Cotton(lint),7.0,NA,NA
970,970,58444,6244abc815052cfb22efe289,Haryana,MEWAT,2010,Kharif,Moth,3.0,19.0,NA
971,971,58446,6244abc815052cfb22efe28b,Haryana,MEWAT,2010,Kharif,Sesamum,385.0,118.2,133.33
972,972,58450,6244abc815052cfb22efe28f,Haryana,MEWAT,2010,Rabi,Peas & beans (Pulses),8.0,NA,NA
973,973,58453,6244abc815052cfb22efe292,Haryana,MEWAT,2010,Whole Year,Dry chillies,2.0,3300.0,3300.0
974,974,58455,6244abc815052cfb22efe294,Haryana,MEWAT,2010,Whole Year,Sugarcane,162.0,46333.33,60000.0
975,975,58458,6244abc815052cfb22efe297,Haryana,PALWAL,2010,Kharif,Cotton(lint),360.0,4000.0,NA
976,976,58459,6244abc815052cfb22efe298,Haryana,PALWAL,2010,Kharif,Horse-gram,34.0,NA,NA
977,977,58461,6244abc815052cfb22efe29a,Haryana,PALWAL,2010,Kharif,Maize,27.0,200.0,200.0
978,978,58462,6244abc815052cfb22efe29b,Haryana,PALWAL,2010,Kharif,Moong(Green Gram),74.0,75.67,100.0
979,979,58464,6244abc815052cfb22efe29d,Haryana,PALWAL,2010,Kharif,Sesamum,74.0,75.67,100.0
980,980,58466,6244abc815052cfb22efe29f,Haryana,PALWAL,2010,Rabi,Gram,3.0,NA,NA
981,981,58467,6244abc815052cfb22efe2a0,Haryana,PALWAL,2010,Rabi,Masoor,3.0,2.0,NA
982,982,58471,6244abc815052cfb22efe2a4,Haryana,PANCHKULA,2010,Kharif,Arhar/Tur,10.0,60.0,100.0
983,983,58478,6244abc815052cfb22efe2ab,Haryana,PANCHKULA,2010,Kharif,Moth,4.0,NA,NA
984,984,58480,6244abc815052cfb22efe2ad,Haryana,PANCHKULA,2010,Kharif,Sesamum,33.0,5.0,NA
985,985,58482,6244abc815052cfb22efe2af,Haryana,PANCHKULA,2010,Rabi,Barley,37.0,NA,NA
986,986,58483,6244abc815052cfb22efe2b0,Haryana,PANCHKULA,2010,Rabi,Gram,287.0,1000.0,1000.0
987,987,58490,6244abc815052cfb22efe2b7,Haryana,PANCHKULA,2010,Whole Year,Sugarcane,355.0,44333.33,37000.0
988,988,58491,6244abc815052cfb22efe2b8,Haryana,PANCHKULA,2010,Whole Year,Turmeric,6.0,18.0,NA
989,989,58494,6244abc815052cfb22efe2bb,Haryana,PANIPAT,2010,Kharif,Cotton(lint),35.0,NA,NA
990,990,58495,6244abc815052cfb22efe2bc,Haryana,PANIPAT,2010,Kharif,Jowar,8.0,NA,NA
991,991,58496,6244abc815052cfb22efe2bd,Haryana,PANIPAT,2010,Kharif,Maize,11.0,NA,NA
992,992,58497,6244abc815052cfb22efe2be,Haryana,PANIPAT,2010,Kharif,Moong(Green Gram),11.0,NA,NA
993,993,58498,6244abc815052cfb22efe2bf,Haryana,PANIPAT,2010,Kharif,Other Kharif pulses,2.0,NA,NA
994,994,58500,6244abc815052cfb22efe2c1,Haryana,PANIPAT,2010,Kharif,Sesamum,2.0,NA,NA
995,995,58501,6244abc815052cfb22efe2c2,Haryana,PANIPAT,2010,Kharif,Urad,7.0,NA,NA
996,996,58502,6244abc815052cfb22efe2c3,Haryana,PANIPAT,2010,Rabi,Barley,44.0,NA,NA
997,997,58503,6244abc815052cfb22efe2c4,Haryana,PANIPAT,2010,Rabi,Gram,14.0,NA,NA
998,998,58504,6244abc815052cfb22efe2c5,Haryana,PANIPAT,2010,Rabi,Masoor,25.0,82.33,100.0
999,999,58508,6244abc815052cfb22efe2c9,Haryana,PANIPAT,2010,Whole Year,Coriander,217.0,425.75,650.0
1000,1000,58510,6244abc815052cfb22efe2cb,Haryana,PANIPAT,2010,Whole Year,Garlic,1.0,100.0,NA
1001,1001,58514,6244abc815052cfb22efe2cf,Haryana,PANIPAT,2010,Whole Year,Sweet potato,12.0,125.0,133.33
1002,1002,58517,6244abc815052cfb22efe2d2,Haryana,REWARI,2010,Kharif,Castor seed,1.0,NA,NA
1003,1003,58519,6244abc815052cfb22efe2d4,Haryana,REWARI,2010,Kharif,Groundnut,67.0,87.75,100.0
1004,1004,58521,6244abc815052cfb22efe2d6,Haryana,REWARI,2010,Kharif,Moong(Green Gram),13.0,4.0,NA
1005,1005,58524,6244abc815052cfb22efe2d9,Haryana,REWARI,2010,Kharif,Urad,4.0,NA,NA
1006,1006,58526,6244abc815052cfb22efe2db,Haryana,REWARI,2010,Rabi,Gram,73.0,NA,NA
1007,1007,58531,6244abc815052cfb22efe2e0,Haryana,REWARI,2010,Whole Year,Sugarcane,26.0,NA,NA
1008,1008,58537,6244abc815052cfb22efe2e6,Haryana,ROHTAK,2010,Kharif,Moong(Green Gram),106.0,17.0,NA
1009,1009,58539,6244abc815052cfb22efe2e8,Haryana,ROHTAK,2010,Kharif,Sesamum,90.0,11.0,NA
1010,1010,58540,6244abc815052cfb22efe2e9,Haryana,ROHTAK,2010,Kharif,Urad,2.0,NA,NA
1011,1011,58543,6244abc815052cfb22efe2ec,Haryana,ROHTAK,2010,Rabi,Peas & beans (Pulses),8.0,NA,NA
1012,1012,58546,6244abc815052cfb22efe2ef,Haryana,ROHTAK,2010,Whole Year,Coriander,1.0,NA,NA
1013,1013,58547,6244abc815052cfb22efe2f0,Haryana,ROHTAK,2010,Whole Year,Sannhamp,27.0,100.0,100.0
1014,1014,58560,6244abc815052cfb22efe2fd,Haryana,SIRSA,2010,Rabi,Masoor,10.0,13.0,NA
1015,1015,58561,6244abc815052cfb22efe2fe,Haryana,SIRSA,2010,Rabi,Peas & beans (Pulses),12.0,NA,NA
1016,1016,58567,6244abc815052cfb22efe304,Haryana,SIRSA,2010,Whole Year,Sannhamp,1.0,NA,NA
1017,1017,58568,6244abc815052cfb22efe305,Haryana,SIRSA,2010,Whole Year,Sugarcane,68.0,NA,NA
1018,1018,58571,6244abc815052cfb22efe308,Haryana,SONIPAT,2010,Kharif,Cotton(lint),357.0,4750.0,3000.0
1019,1019,58576,6244abc815052cfb22efe30d,Haryana,SONIPAT,2010,Kharif,Sesamum,16.0,NA,NA
1020,1020,58577,6244abc815052cfb22efe30e,Haryana,SONIPAT,2010,Rabi,Barley,122.0,NA,NA
1021,1021,58578,6244abc815052cfb22efe30f,Haryana,SONIPAT,2010,Rabi,Gram,33.0,NA,NA
1022,1022,58579,6244abc815052cfb22efe310,Haryana,SONIPAT,2010,Rabi,Peas & beans (Pulses),17.0,100.0,100.0
1023,1023,58585,6244abc815052cfb22efe316,Haryana,SONIPAT,2010,Whole Year,Sannhamp,24.0,NA,NA
1024,1024,58587,6244abc815052cfb22efe318,Haryana,SONIPAT,2010,Whole Year,Sweet potato,3.0,100.0,100.0
1025,1025,58588,6244abc815052cfb22efe319,Haryana,YAMUNANAGAR,2010,Kharif,Arhar/Tur,2.0,1.0,NA
1026,1026,58590,6244abc815052cfb22efe31b,Haryana,YAMUNANAGAR,2010,Kharif,Cotton(lint),1.0,NA,NA
1027,1027,58591,6244abc815052cfb22efe31c,Haryana,YAMUNANAGAR,2010,Kharif,Groundnut,21.0,79.0,100.0
1028,1028,58592,6244abc815052cfb22efe31d,Haryana,YAMUNANAGAR,2010,Kharif,Horse-gram,28.0,13.0,NA
1029,1029,58594,6244abc815052cfb22efe31f,Haryana,YAMUNANAGAR,2010,Kharif,Other Kharif pulses,341.0,NA,NA
1030,1030,58596,6244abc815052cfb22efe321,Haryana,YAMUNANAGAR,2010,Kharif,Sesamum,53.0,7.0,NA
1031,1031,58598,6244abc815052cfb22efe323,Haryana,YAMUNANAGAR,2010,Rabi,Barley,26.0,NA,NA
1032,1032,58599,6244abc815052cfb22efe324,Haryana,YAMUNANAGAR,2010,Rabi,Gram,138.0,NA,NA
1033,1033,58601,6244abc815052cfb22efe326,Haryana,YAMUNANAGAR,2010,Rabi,Other  Rabi pulses,102.0,NA,NA
1034,1034,58602,6244abc815052cfb22efe327,Haryana,YAMUNANAGAR,2010,Rabi,Peas & beans (Pulses),31.0,29.0,NA
1035,1035,58605,6244abc815052cfb22efe32a,Haryana,YAMUNANAGAR,2010,Whole Year,Dry chillies,15.0,100.0,100.0
1036,1036,58609,6244abc815052cfb22efe32e,Haryana,YAMUNANAGAR,2010,Whole Year,Turmeric,40.0,228.33,300.0
1037,1037,58610,6244abc815052cfb22efe32f,Himachal Pradesh,BILASPUR,2010,Kharif,Arhar/Tur,1.0,1.0,1.0
1038,1038,58660,6244abc815052cfb22efe361,Himachal Pradesh,HAMIRPUR,2010,Kharif,Horse-gram,1.0,2.0,2.0
1039,1039,58673,6244abc815052cfb22efe36e,Himachal Pradesh,HAMIRPUR,2010,Whole Year,Dry chillies,1.0,NA,NA
1040,1040,58699,6244abc815052cfb22efe388,Himachal Pradesh,KANGRA,2010,Whole Year,Dry chillies,21.0,NA,NA
1041,1041,58701,6244abc815052cfb22efe38a,Himachal Pradesh,KANGRA,2010,Whole Year,Turmeric,56.0,NA,NA
1042,1042,58770,6244abc815052cfb22efe3cf,Himachal Pradesh,SHIMLA,2010,Kharif,Arhar/Tur,1.0,5.0,5.0
1043,1043,58831,6244abc815052cfb22efe40c,Himachal Pradesh,SOLAN,2010,Kharif,Sesamum,228.0,59.0,59.0
1044,1044,59102,6244abc815052cfb22efe51b,Karnataka,BANGALORE RURAL,2010,Whole Year,Cardamom,1.0,NA,NA
1045,1045,59406,6244abc815052cfb22efe64b,Karnataka,CHAMARAJANAGAR,2010,Whole Year,Cardamom,1.0,1.0,NA
1046,1046,60286,6244abc815052cfb22efe9bb,Karnataka,TUMKUR,2010,Whole Year,Cardamom,1.0,NA,NA
1047,1047,60398,6244abc815052cfb22efea2b,Karnataka,YADGIR,2010,Whole Year,Coriander,1.0,1.0,NA
1048,1048,60424,6244abc815052cfb22efea45,Kerala,ERNAKULAM,2010,Whole Year,Sugarcane,1.36,230.0,230.0
1049,1049,60473,6244abc815052cfb22efea76,Kerala,KOLLAM,2010,Whole Year,Sugarcane,0.5,40.0,40.0
1050,1050,60497,6244abc815052cfb22efea8e,Kerala,KOZHIKODE,2010,Whole Year,Sugarcane,0.04,NA,NA
1051,1051,60510,6244abc815052cfb22efea9b,Kerala,MALAPPURAM,2010,Whole Year,Sugarcane,0.05,NA,NA
1052,1052,60547,6244abc815052cfb22efeac0,Kerala,THIRUVANANTHAPURAM,2010,Whole Year,Sugarcane,0.18,40.0,40.0
1053,1053,60560,6244abc815052cfb22efeacd,Kerala,THRISSUR,2010,Whole Year,Sugarcane,0.11,2.33,NA
1054,1054,60723,6244abc815052cfb22efeb70,Madhya Pradesh,BARWANI,2010,Rabi,Linseed,1.0,7.0,NA
1055,1055,60778,6244abc815052cfb22efeba7,Madhya Pradesh,BHIND,2010,Kharif,Soyabean,2.0,34.2,7.5
1056,1056,60784,6244abc815052cfb22efebad,Madhya Pradesh,BHIND,2010,Rabi,Moong(Green Gram),2.0,NA,NA
1057,1057,60811,6244abc815052cfb22efebc8,Madhya Pradesh,BHOPAL,2010,Rabi,Moong(Green Gram),2.0,1.0,1.0
1058,1058,60905,6244abc815052cfb22efec26,Madhya Pradesh,CHHINDWARA,2010,Kharif,Ragi,1.0,30.0,NA
1059,1059,61174,6244abc815052cfb22efed33,Madhya Pradesh,HOSHANGABAD,2010,Kharif,Other Kharif pulses,1.0,33.67,NA
1060,1060,61215,6244abc815052cfb22efed5c,Madhya Pradesh,INDORE,2010,Rabi,Moong(Green Gram),1.0,NA,NA
1061,1061,61219,6244abc815052cfb22efed60,Madhya Pradesh,INDORE,2010,Rabi,Urad,1.0,NA,NA
1062,1062,61227,6244abc815052cfb22efed68,Madhya Pradesh,INDORE,2010,Whole Year,Sesamum,1.0,NA,NA
